"Timestamp","Gender","Age","Ethnicity","Region","Level of Education","Field of Study","Which color do you bet on?","Why did you bet on that?","What is the MOST that you would be willing to pay for each ticket?","Flip 1 of 20","Flip 2 of 20","Flip 3 of 20","Flip 4 of 20","Flip 5 of 20","Flip 6 of 20","Flip 7 of 20","Flip 8 of 20","Flip 9 of 20","Flip 10 of 20","Flip 11 of 20","Flip 12 of 20","Flip 13 of 20","Flip 14 of 20","Flip 15 of 20","Flip 16 of 20","Flip 17 of 20","Flip 18 of 20","Flip 19 of 20","Flip 20 of 20","How do you call it? Heads or Tails?","What's the most you'd be willing to spend to play?","What percent chance do you believe the next flip will land on heads?","How do you believe this coin is weighted in terms of percent?"
"2013/04/24 1:05:04 AM EST","Male","18-25","Asian","North Asia","Masters Degree","STEM (Science, Technology, Engineering, Math)","Black","Black hasn't come up in a while","$25","Heads","Heads","Tails","Heads","Tails","Tails","Heads","Tails","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Tails","Tails","Heads","Tails","Heads","Heads","$40","80%","65% biased towards tails"
"2013/04/24 1:05:27 AM EST","Male","26-35","Asian","North Asia","Bachelors Degree","Other","Black","Black hasn't come up in a while","$0","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","$5","95%","65% biased towards heads"
"2013/04/24 1:05:54 AM EST","Female","18-25","American Indian / Native American","South America","Bachelors Degree","Social Sciences","Black","Black hasn't come up in a while","$5","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Heads","Heads","$5","90%","90% biased towards tails"
"2013/04/24 1:16:23 AM EST","Female","26-35","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","STEM (Science, Technology, Engineering, Math)","Red","Black hasn't come up in a while","$5","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","$5","95%","50% tails, 50% heads"
"2013/04/24 1:17:12 AM EST","Female","26-35","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Black hasn't come up in a while","$50","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","$20","100%","90% biased towards heads"
"2013/04/24 1:21:34 AM EST","Female","26-35","Asian","Southeast Asia","Bachelors Degree","Other","Red","I don't know or I don't care","$5","Heads","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","$5","95%","95% biased towards tails"
"2013/04/24 1:21:55 AM EST","Male","18-25","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Black","I bet randomly","$15","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Tails","Heads","$20","75%","50% tails, 50% heads"
"2013/04/24 1:25:10 AM EST","Male","18-25","East Indian / Asian Subcontinent","East Asia","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Black","I don't know or I don't care","$5","Heads","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Heads","$0","100%","65% biased towards tails"
"2013/04/24 1:25:13 AM EST","Male","26-35","East Indian / Asian Subcontinent","Southwest Asia (Indian Subcontinent)","Masters Degree","Humanities / Liberal Arts","Black","I bet randomly","$10","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Heads","$10","75%","70% biased towards heads"
"2013/04/24 1:27:29 AM EST","Female","26-35","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","Other","Red","I bet randomly","$10","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","$10","75%","50% tails, 50% heads"
"2013/04/24 1:34:32 AM EST","Female","36-45","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","Other","Red","Red is the current trend","$0","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Heads","$0","50%","50% tails, 50% heads"
"2013/04/24 1:35:25 AM EST","Male","36-45","Asian","Southwest Asia (Indian Subcontinent)","Associates Degree and/or Technical Certifications","","Red","Red is the current trend","$5","Heads","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Tails","Heads","$5","70%","70% biased towards heads"
"2013/04/24 1:43:07 AM EST","Male","18-25","East Indian / Asian Subcontinent","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","I bet randomly","$40","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Tails","Heads","$100","50%","50% tails, 50% heads"
"2013/04/24 1:44:26 AM EST","Female","26-35","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$5","Heads","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Heads","$5","100%","50% tails, 50% heads"
"2013/04/24 1:44:49 AM EST","Female","18-25","Asian","Southwest Asia (Indian Subcontinent)","Some College","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$20","Heads","Heads","Tails","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Tails","$35","40%","70% biased towards tails"
"2013/04/24 1:45:47 AM EST","Male","36-45","White / Caucasian","North America","High School or GED","","Black","Black hasn't come up in a while","$10","Heads","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Tails","Tails","Tails","Tails","Heads","Tails","$10","50%","50% tails, 50% heads"
"2013/04/24 1:45:49 AM EST","Female","18-25","East Indian / Asian Subcontinent","Southeast Asia","Some College","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$5","Tails","Tails","Tails","Heads","Tails","Tails","Tails","Heads","Tails","Tails","Tails","Tails","Tails","Tails","Tails","Tails","Tails","Tails","Tails","Tails","Tails","$5","55%","70% biased towards heads"
"2013/04/24 1:47:12 AM EST","Female","26-35","Asian","Central Asia (""the 'stans'"")","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$50","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$10","65%","50% tails, 50% heads"
"2013/04/24 1:52:20 AM EST","Female","18-25","Asian","Southwest Asia (Indian Subcontinent)","Some College","Humanities / Liberal Arts","Black","I bet randomly","$5","Tails","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Tails","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Heads","$5","50%","55% biased towards heads"
"2013/04/24 1:52:36 AM EST","Male","18-25","East Indian / Asian Subcontinent","Southwest Asia (Indian Subcontinent)","Less than High School or GED","","Red","Black hasn't come up in a while","$20","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Heads","$20","55%","60% biased towards heads"
"2013/04/24 1:53:30 AM EST","Female","26-35","Asian","Southeast Asia","Some College","STEM (Science, Technology, Engineering, Math)","Black","I bet randomly","$10","Heads","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Heads","Heads","$10","100%","55% biased towards heads"
"2013/04/24 1:56:47 AM EST","Male","56-65","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$50","Heads","Tails","Heads","Tails","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Tails","Heads","Tails","Heads","Heads","Tails","Tails","$80","75%","65% biased towards tails"
"2013/04/24 1:59:10 AM EST","Male","56-65","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$60","Heads","Heads","Heads","Tails","Heads","Tails","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Tails","Tails","Heads","Tails","Heads","Heads","Heads","$40","65%","65% biased towards tails"
"2013/04/24 2:05:44 AM EST","Male","26-35","East Indian / Asian Subcontinent","Southwest Asia (Indian Subcontinent)","Masters Degree","Other","Black","Red is the current trend","$20","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","$5","15%","90% biased towards tails"
"2013/04/24 2:06:50 AM EST","Male","36-45","Asian","Southeast Asia","Bachelors Degree","Humanities / Liberal Arts","Red","Red is the current trend","$45","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Heads","$50","85%","90% biased towards tails"
"2013/04/24 2:24:07 AM EST","Female","26-35","Asian","Southeast Asia","Bachelors Degree","Other","Red","Red is the current trend","$10","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","$30","70%","55% biased towards tails"
"2013/04/24 2:25:17 AM EST","Female","26-35","White / Caucasian","Western Europe","Masters Degree","Other","Red","Red is the current trend","$10","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$10","50%","50% tails, 50% heads"
"2013/04/24 2:25:21 AM EST","Male","26-35","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","I bet randomly","$80","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","$55","100%","55% biased towards heads"
"2013/04/24 2:27:08 AM EST","Male","26-35","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","Humanities / Liberal Arts","Black","I bet randomly","$5","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Tails","Tails","Tails","Tails","Heads","Heads","Heads","Heads","Heads","$5","100%","100% biased towards heads"
"2013/04/24 2:28:03 AM EST","Male","18-25","Asian","North Asia","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Black","Red is the current trend","$20","Tails","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Heads","Heads","$10","80%","90% biased towards tails"
"2013/04/24 2:32:31 AM EST","Female","18-25","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$40","Heads","Heads","Heads","Heads","Tails","Tails","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$50","90%","55% biased towards heads"
"2013/04/24 2:34:40 AM EST","Male","26-35","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","Other","Black","I bet randomly","$100","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$100","50%","50% tails, 50% heads"
"2013/04/24 2:35:24 AM EST","Male","56-65","Asian","Southwest Asia (Indian Subcontinent)","High School or GED","","Red","Red is the current trend","$100","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","$50","100%","60% biased towards tails"
"2013/04/24 2:39:00 AM EST","Male","18-25","White / Caucasian","North America","Some College","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$5","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$5","55%","60% biased towards tails"
"2013/04/24 2:40:12 AM EST","Male","over 65","Asian","Southwest Asia (Indian Subcontinent)","High School or GED","","Red","Red is the current trend","$100","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Tails","Tails","Tails","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Tails","$100","100%","100% biased towards tails"
"2013/04/24 2:43:08 AM EST","Male","36-45","Asian","East Asia","Masters Degree","Medicine","Red","Red is the current trend","$35","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Tails","Heads","Heads","$85","65%","65% biased towards tails"
"2013/04/24 2:44:14 AM EST","Male","18-25","White / Caucasian","North America","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Black","Red is the current trend","$5","Heads","Tails","Heads","Tails","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Heads","$50","55%","50% tails, 50% heads"
"2013/04/24 2:51:24 AM EST","Male","18-25","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Black","Black hasn't come up in a while","$30","Heads","Tails","Heads","Heads","Heads","Heads","Tails","Heads","Tails","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","$30","85%","80% biased towards heads"
"2013/04/24 2:53:11 AM EST","Male","26-35","Asian","North America","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Black","Black hasn't come up in a while","$20","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$25","75%","80% biased towards heads"
"2013/04/24 2:54:33 AM EST","Male","18-25","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Red is the current trend","$5","Heads","Heads","Tails","Tails","Tails","Tails","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","$5","95%","70% biased towards heads"
"2013/04/24 2:55:54 AM EST","Female","36-45","Asian","Southwest Asia (Indian Subcontinent)","Some College","Other","Black","Black hasn't come up in a while","$20","Heads","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Heads","$20","100%","100% biased towards tails"
"2013/04/24 2:59:02 AM EST","Female","36-45","Asian","Southeast Asia","Masters Degree","Social Sciences","Black","I bet randomly","$55","Heads","Heads","Heads","Heads","Heads","Tails","Tails","Tails","Heads","Tails","Heads","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Tails","Tails","Tails","$65","50%","75% biased towards heads"
"2013/04/24 3:01:00 AM EST","Male","26-35","Hispanic / Latino","North America","Associates Degree and/or Technical Certifications","","Red","Red is the current trend","$15","Tails","Heads","Heads","Tails","Tails","Heads","Tails","Tails","Heads","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$40","55%","60% biased towards heads"
"2013/04/24 3:14:08 AM EST","Female","56-65","Black / African","North America","Bachelors Degree","Other","Black","I bet randomly","$5","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","$5","10%","50% tails, 50% heads"
"2013/04/24 3:14:57 AM EST","Female","36-45","American Indian / Native American","Southeast Asia","Bachelors Degree","Humanities / Liberal Arts","Red","Red is the current trend","$20","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Tails","Heads","Tails","Heads","Tails","Tails","Tails","Tails","Tails","Heads","Heads","Heads","$5","90%","90% biased towards tails"
"2013/04/24 3:18:15 AM EST","Female","18-25","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","I bet randomly","$25","Tails","Tails","Tails","Heads","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Tails","Tails","Tails","Tails","Heads","Tails","Tails","Heads","$50","75%","50% tails, 50% heads"
"2013/04/24 3:28:04 AM EST","Female","26-35","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","STEM (Science, Technology, Engineering, Math)","Red","Black hasn't come up in a while","$5","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Tails","Heads","$5","90%","70% biased towards heads"
"2013/04/24 3:31:52 AM EST","Male","26-35","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","Humanities / Liberal Arts","Black","Black hasn't come up in a while","$65","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Heads","Heads","Heads","$40","90%","75% biased towards tails"
"2013/04/24 3:34:16 AM EST","Female","26-35","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","Humanities / Liberal Arts","Red","Black hasn't come up in a while","$5","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Tails","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Heads","Tails","Heads","$5","95%","95% biased towards heads"
"2013/04/24 3:36:20 AM EST","Male","46-55","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","Social Sciences","Red","Red is the current trend","$10","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Heads","$5","65%","80% biased towards tails"
"2013/04/24 3:38:33 AM EST","Female","46-55","Asian","Southwest Asia (Indian Subcontinent)","Bachelors Degree","Humanities / Liberal Arts","Red","Red is the current trend","$20","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Heads","Heads","$20","85%","75% biased towards tails"
"2013/04/24 3:40:13 AM EST","Male","36-45","Asian","Southwest Asia (Indian Subcontinent)","Masters Degree","Humanities / Liberal Arts","Red","Red is the current trend","$20","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Tails","Heads","Heads","$20","85%","65% biased towards tails"